station,date,prcp,tobs
USC00519523,15/12/2011,0.09,74
USC00519523,16/12/2011,0.02,73
USC00519523,17/12/2011,0.25,71
USC00519523,18/12/2011,0.08,72
USC00519523,19/12/2011,0.1,73
USC00519523,20/12/2011,0.24,74
USC00519523,21/12/2011,0.19,72
USC00519523,22/12/2011,0.02,73
USC00519523,23/12/2011,0.01,73
USC00519523,24/12/2011,0.1,71
USC00519523,25/12/2011,0.07,73
USC00519523,26/12/2011,0.05,75
USC00519523,27/12/2011,0.04,71
USC00519523,28/12/2011,0,72
USC00519523,29/12/2011,0.01,73
USC00519523,30/12/2011,0,71
USC00519523,31/12/2011,0,65
USC00519523,1/12/2012,0,77
USC00519523,2/12/2012,0,72
USC00519523,3/12/2012,0,78
USC00519523,4/12/2012,0.08,71
USC00519523,5/12/2012,1.02,72
USC00519523,6/12/2012,0.01,71
USC00519523,7/12/2012,0,72
USC00519523,8/12/2012,0,76
USC00519523,9/12/2012,0,75
USC00519523,10/12/2012,0,75
USC00519523,11/12/2012,0,76
USC00519523,12/12/2012,0.04,73
USC00519523,13/12/2012,0.13,72
USC00519523,14/12/2012,0.09,74
USC00519523,15/12/2012,0.12,74
USC00519523,16/12/2012,0.04,74
USC00519523,17/12/2012,0.09,73
USC00519523,18/12/2012,0.22,77
USC00519523,19/12/2012,0.04,73
USC00519523,20/12/2012,0.1,70
USC00519523,21/12/2012,0.02,72
USC00519523,22/12/2012,0,76
USC00519523,23/12/2012,0,65
USC00519523,24/12/2012,0,74
USC00519523,25/12/2012,0.1,73
USC00519523,26/12/2012,0.03,77
USC00519523,27/12/2012,0,76
USC00519523,28/12/2012,0,69
USC00519523,29/12/2012,0,78
USC00519523,30/12/2012,0.03,76
USC00519523,31/12/2012,0,68
USC00519523,1/12/2013,0.09,76
USC00519523,2/12/2013,2.25,68
USC00519523,3/12/2013,0.09,79
USC00519523,4/12/2013,0,69
USC00519523,5/12/2013,0,64
USC00519523,6/12/2013,0,70
USC00519523,7/12/2013,0,69
USC00519523,8/12/2013,0,73
USC00519523,9/12/2013,0,70
USC00519523,10/12/2013,0.03,74
USC00519523,11/12/2013,0,76
USC00519523,12/12/2013,0.02,76
USC00519523,13/12/2013,0.02,69
USC00519523,14/12/2013,0,73
USC00519523,15/12/2013,0.1,73
USC00519523,16/12/2013,0.88,65
USC00519523,17/12/2013,0,70
USC00519523,18/12/2013,0,72
USC00519523,19/12/2013,0.35,72
USC00519523,20/12/2013,0.01,75
USC00519523,21/12/2013,0,74
USC00519523,22/12/2013,0.01,69
USC00519523,23/12/2013,0.08,73
USC00519523,24/12/2013,0.04,75
USC00519523,25/12/2013,0,76
USC00519523,26/12/2013,0,74
USC00519523,27/12/2013,0,73
USC00519523,28/12/2013,0.06,74
USC00519523,29/12/2013,0.16,71
USC00519523,30/12/2013,0.01,72
USC00519523,31/12/2013,0.17,73
USC00519523,1/12/2014,0,72
USC00519523,2/12/2014,0,72
USC00519523,3/12/2014,0.02,73
USC00519523,4/12/2014,1.02,72
USC00519523,5/12/2014,0,75
USC00519523,6/12/2014,0,76
USC00519523,7/12/2014,0,67
USC00519523,8/12/2014,0,69
USC00519523,9/12/2014,0,70
USC00519523,10/12/2014,0,75
USC00519523,11/12/2014,0.16,74
USC00519523,12/12/2014,0.08,71
USC00519523,13/12/2014,0.11,74
USC00519523,14/12/2014,0.2,71
USC00519523,15/12/2014,0.05,72
USC00519523,16/12/2014,0.05,74
USC00519523,17/12/2014,0.09,75
USC00519523,18/12/2014,0,73
USC00519523,19/12/2014,0,75
USC00519523,20/12/2014,0,76
USC00519523,22/12/2014,,68
USC00519523,23/12/2014,1.52,71
USC00519523,24/12/2014,1.01,68
USC00519523,25/12/2014,0.53,66
USC00519523,26/12/2014,0,63
USC00519523,27/12/2014,0,62
USC00519523,28/12/2014,0,67
USC00519523,29/12/2014,0,68
USC00519523,30/12/2014,0,63
USC00519523,31/12/2014,0.63,56
USC00519523,2/12/2015,,76
USC00519523,3/12/2015,0.03,75
USC00519523,4/12/2015,0,74
USC00519523,5/12/2015,0,76
USC00519523,7/12/2015,,69
USC00519523,8/12/2015,0.04,71
USC00519523,9/12/2015,0.13,72
USC00519523,10/12/2015,0.14,74
USC00519523,11/12/2015,0.06,75
USC00519523,12/12/2015,0.41,72
USC00519523,13/12/2015,0.01,78
USC00519523,14/12/2015,0.03,69
USC00519523,15/12/2015,0.28,75
USC00519523,16/12/2015,0,75
USC00519523,17/12/2015,0.06,74
USC00519523,18/12/2015,0.12,74
USC00519523,19/12/2015,0.24,76
USC00519523,20/12/2015,0.04,73
USC00519523,22/12/2015,,75
USC00519523,23/12/2015,0,75
USC00519523,24/12/2015,0,74
USC00519523,25/12/2015,0.23,79
USC00519523,26/12/2015,0.15,75
USC00519523,27/12/2015,0.48,76
USC00519523,28/12/2015,0.05,76
USC00519523,29/12/2015,0.01,69
USC00519523,31/12/2015,,72
USC00519523,1/12/2016,0.16,76
USC00519523,2/12/2016,0.01,75
USC00519523,3/12/2016,0.02,75
USC00519523,4/12/2016,0.32,75
USC00519523,5/12/2016,0.45,70
USC00519523,6/12/2016,0,70
USC00519523,7/12/2016,0.07,74
USC00519523,8/12/2016,0.01,73
USC00519523,10/12/2016,,72
USC00519523,11/12/2016,0.06,78
USC00519523,12/12/2016,0,67
USC00519523,13/12/2016,0.15,69
USC00519523,14/12/2016,0.05,71
USC00519523,15/12/2016,0,74
USC00519523,16/12/2016,0,63
USC00519523,17/12/2016,0.16,76
USC00519523,18/12/2016,0.27,76
USC00519523,19/12/2016,0.02,71
USC00519523,20/12/2016,0.01,76
USC00519523,21/12/2016,0.06,77
USC00519523,22/12/2016,0.14,73
USC00519523,23/12/2016,0.02,71
USC00519523,24/12/2016,0.06,78
USC00519523,25/12/2016,0,78
USC00519523,26/12/2016,0.06,75
USC00519523,27/12/2016,0,75
USC00519523,28/12/2016,0.06,72
USC00519523,29/12/2016,0.05,77
USC00519523,30/12/2016,0.07,72
USC00519281,1/12/2010,1.35,72
USC00519281,2/12/2010,0.16,71
USC00519281,3/12/2010,0.47,72
USC00519281,4/12/2010,0,74
USC00519281,5/12/2010,0,66
USC00519281,6/12/2010,0,61
USC00519281,7/12/2010,0,58
USC00519281,8/12/2010,0,60
USC00519281,9/12/2010,0.07,71
USC00519281,10/12/2010,1.72,65
USC00519281,11/12/2010,0.89,72
USC00519281,12/12/2010,0.31,70
USC00519281,13/12/2010,0.22,68
USC00519281,14/12/2010,0.02,67
USC00519281,15/12/2010,0,71
USC00519281,16/12/2010,0,65
USC00519281,17/12/2010,0,64
USC00519281,18/12/2010,0,65
USC00519281,19/12/2010,2.77,69
USC00519281,20/12/2010,3.06,70
USC00519281,21/12/2010,0.71,70
USC00519281,22/12/2010,0.02,68
USC00519281,23/12/2010,0.23,69
USC00519281,24/12/2010,0.02,71
USC00519281,25/12/2010,3.14,70
USC00519281,26/12/2010,2.49,71
USC00519281,27/12/2010,0.13,76
USC00519281,28/12/2010,0.58,71
USC00519281,29/12/2010,0.06,72
USC00519281,30/12/2010,0.04,73
USC00519281,31/12/2010,0.1,77
USC00519281,1/12/2011,0.05,67
USC00519281,2/12/2011,0.29,69
USC00519281,3/12/2011,0.07,72
USC00519281,4/12/2011,0.02,74
USC00519281,5/12/2011,0.01,71
USC00519281,6/12/2011,0,70
USC00519281,7/12/2011,0.05,68
USC00519281,8/12/2011,0,70
USC00519281,9/12/2011,0.1,66
USC00519281,10/12/2011,0.23,72
USC00519281,11/12/2011,1.16,70
USC00519281,12/12/2011,0.65,70
USC00519281,13/12/2011,1.02,70
USC00519281,14/12/2011,0.07,70
USC00519281,15/12/2011,0.3,73
USC00519281,16/12/2011,0.03,71
USC00519281,17/12/2011,0.38,69
USC00519281,18/12/2011,0.1,73
USC00519281,19/12/2011,0.29,72
USC00519281,20/12/2011,0.01,71
USC00519281,21/12/2011,0.58,69
USC00519281,22/12/2011,0.11,70
USC00519281,23/12/2011,0.12,69
USC00519281,24/12/2011,0.11,70
USC00519281,25/12/2011,0.04,75
USC00519281,26/12/2011,0,71
USC00519281,27/12/2011,0.05,70
USC00519281,28/12/2011,0.02,69
USC00519281,29/12/2011,0,71
USC00519281,30/12/2011,0.01,65
USC00519281,31/12/2011,0.1,67
USC00519281,1/12/2012,0,72
USC00519281,2/12/2012,0,67
USC00519281,3/12/2012,0,76
USC00519281,4/12/2012,0.02,67
USC00519281,5/12/2012,0.32,72
USC00519281,6/12/2012,0.01,69
USC00519281,7/12/2012,0,66
USC00519281,8/12/2012,0,75
USC00519281,9/12/2012,0,74
USC00519281,10/12/2012,0.08,72
USC00519281,11/12/2012,0,72
USC00519281,12/12/2012,0.02,72
USC00519281,13/12/2012,0.13,68
USC00519281,14/12/2012,0.25,74
USC00519281,15/12/2012,0.21,73
USC00519281,16/12/2012,0.08,73
USC00519281,17/12/2012,0.14,72
USC00519281,18/12/2012,0.46,70
USC00519281,19/12/2012,0.25,70
USC00519281,20/12/2012,0.34,71
USC00519281,21/12/2012,0.05,70
USC00519281,22/12/2012,0.01,72
USC00519281,23/12/2012,0.1,65
USC00519281,24/12/2012,0,62
USC00519281,25/12/2012,0.04,73
USC00519281,26/12/2012,0,71
USC00519281,27/12/2012,0,70
USC00519281,28/12/2012,0,62
USC00519281,29/12/2012,0.01,69
USC00519281,30/12/2012,0.35,69
USC00519281,31/12/2012,0.42,66
USC00519281,1/12/2013,0.12,72
USC00519281,2/12/2013,1.71,73
USC00519281,3/12/2013,0.57,70
USC00519281,4/12/2013,0.01,66
USC00519281,5/12/2013,0,64
USC00519281,6/12/2013,0,65
USC00519281,7/12/2013,0.01,73
USC00519281,8/12/2013,0,74
USC00519281,9/12/2013,0,67
USC00519281,10/12/2013,0.04,73
USC00519281,11/12/2013,0.17,70
USC00519281,12/12/2013,0.03,67
USC00519281,13/12/2013,0.04,71
USC00519281,14/12/2013,0.08,78
USC00519281,15/12/2013,0.06,69
USC00519281,16/12/2013,1.97,63
USC00519281,17/12/2013,0.02,64
USC00519281,18/12/2013,0.02,66
USC00519281,19/12/2013,0.77,69
USC00519281,20/12/2013,1.14,69
USC00519281,21/12/2013,0.07,71
USC00519281,22/12/2013,0.03,72
USC00519281,23/12/2013,0.06,69
USC00519281,24/12/2013,0.09,70
USC00519281,25/12/2013,0.03,73
USC00519281,26/12/2013,0.05,68
USC00519281,27/12/2013,0.01,69
USC00519281,28/12/2013,0.01,73
USC00519281,29/12/2013,0,73
USC00519281,30/12/2013,0,70
USC00519281,31/12/2013,0.08,65
USC00519281,1/12/2014,0,70
USC00519281,2/12/2014,0,68
USC00519281,3/12/2014,0.41,68
USC00519281,4/12/2014,1.56,66
USC00519281,5/12/2014,0.04,68
USC00519281,6/12/2014,0.63,65
USC00519281,7/12/2014,0.01,62
USC00519281,8/12/2014,0,62
USC00519281,9/12/2014,0,65
USC00519281,10/12/2014,0,61
USC00519281,11/12/2014,0.21,70
USC00519281,12/12/2014,0.07,68
USC00519281,13/12/2014,0.01,67
USC00519281,14/12/2014,0.13,68
USC00519281,15/12/2014,0,71
USC00519281,16/12/2014,0.08,69
USC00519281,17/12/2014,0.07,71
USC00519281,18/12/2014,0.11,71
USC00519281,19/12/2014,0.08,71
USC00519281,20/12/2014,0,72
USC00519281,21/12/2014,0,72
USC00519281,22/12/2014,0,68
USC00519281,23/12/2014,1.07,69
USC00519281,24/12/2014,1.1,66
USC00519281,25/12/2014,0.36,60
USC00519281,26/12/2014,0,63
USC00519281,27/12/2014,0,68
USC00519281,28/12/2014,0,64
USC00519281,29/12/2014,0,63
USC00519281,30/12/2014,0,63
USC00519281,31/12/2014,0.66,59
USC00519281,1/12/2015,0.02,73
USC00519281,2/12/2015,0.02,74
USC00519281,3/12/2015,0.22,75
USC00519281,4/12/2015,0.03,75
USC00519281,5/12/2015,0,70
USC00519281,6/12/2015,0.1,72
USC00519281,7/12/2015,0.02,69
USC00519281,8/12/2015,0.02,68
USC00519281,9/12/2015,0.08,74
USC00519281,10/12/2015,0.1,72
USC00519281,11/12/2015,0.15,75
USC00519281,12/12/2015,0.31,79
USC00519281,13/12/2015,0.03,69
USC00519281,14/12/2015,0.13,67
USC00519281,15/12/2015,0.35,73
USC00519281,16/12/2015,0.03,74
USC00519281,17/12/2015,0.09,75
USC00519281,18/12/2015,0.17,72
USC00519281,19/12/2015,0.13,76
USC00519281,20/12/2015,0.05,74
USC00519281,21/12/2015,0.15,75
USC00519281,22/12/2015,0.04,74
USC00519281,23/12/2015,0.1,74
USC00519281,24/12/2015,0.45,76
USC00519281,25/12/2015,0.47,74
USC00519281,26/12/2015,0.22,75
USC00519281,27/12/2015,0.8,75
USC00519281,28/12/2015,0,73
USC00519281,29/12/2015,0.16,76
USC00519281,30/12/2015,0.5,74
USC00519281,31/12/2015,0.09,73
USC00519281,1/12/2016,0.37,74
USC00519281,2/12/2016,0.35,70
USC00519281,3/12/2016,0.77,72
USC00519281,4/12/2016,0.04,70
USC00519281,5/12/2016,0.22,67
USC00519281,6/12/2016,0,67
USC00519281,7/12/2016,0.12,69
USC00519281,8/12/2016,0.07,70
USC00519281,9/12/2016,0.31,68
USC00519281,10/12/2016,0.02,69
USC00519281,11/12/2016,0,69
USC00519281,12/12/2016,0,66
USC00519281,13/12/2016,0.04,65
USC00519281,14/12/2016,0.92,68
USC00519281,15/12/2016,0.14,62
USC00519281,16/12/2016,0.03,75
USC00519281,17/12/2016,0.07,70
USC00519281,18/12/2016,0.16,69
USC00519281,19/12/2016,0.03,76
USC00519281,20/12/2016,0,76
USC00519281,21/12/2016,0.11,74
USC00519281,22/12/2016,0.86,73
USC00519281,23/12/2016,0.24,71
USC00519281,24/12/2016,0.2,74
USC00519281,25/12/2016,0.02,74
USC00519281,26/12/2016,0.22,72
USC00519281,27/12/2016,0.05,71
USC00519281,28/12/2016,0.09,72
USC00519281,29/12/2016,0.52,74
USC00519281,30/12/2016,0.29,69
USC00519281,31/12/2016,0.25,67
USC00511918,1/12/2010,0.13,70
USC00511918,2/12/2010,0,74
USC00511918,3/12/2010,0.01,74
USC00511918,4/12/2010,0,75
USC00511918,5/12/2010,0,69
USC00511918,6/12/2010,0,65
USC00511918,7/12/2010,0,66
USC00511918,8/12/2010,0,68
USC00511918,9/12/2010,0.04,77
USC00511918,10/12/2010,1.8,65
USC00511918,11/12/2010,0.8,72
USC00511918,12/12/2010,0.01,65
USC00511918,13/12/2010,0,66
USC00511918,14/12/2010,0.01,74
USC00511918,15/12/2010,0,66
USC00511918,16/12/2010,0,63
USC00511918,17/12/2010,0,63
USC00511918,18/12/2010,0,69
USC00511918,19/12/2010,4,69
USC00511918,20/12/2010,3.05,73
USC00511918,21/12/2010,0.17,72
USC00511918,22/12/2010,0.04,68
USC00511918,23/12/2010,0,67
USC00511918,24/12/2010,0.05,69
USC00511918,25/12/2010,0.01,74
USC00511918,26/12/2010,3,72
USC00511918,27/12/2010,0.01,76
USC00511918,28/12/2010,1.67,70
USC00511918,29/12/2010,0,73
USC00511918,30/12/2010,0.02,70
USC00511918,31/12/2010,0,76
USC00511918,1/12/2011,0,66
USC00511918,2/12/2011,0.01,69
USC00511918,3/12/2011,0,69
USC00511918,4/12/2011,0,70
USC00511918,5/12/2011,0,71
USC00511918,6/12/2011,0,73
USC00511918,7/12/2011,0,65
USC00511918,8/12/2011,0,71
USC00511918,9/12/2011,0.05,65
USC00511918,10/12/2011,0.03,75
USC00511918,11/12/2011,0.29,72
USC00511918,12/12/2011,0.03,74
USC00511918,13/12/2011,0.1,67
USC00511918,14/12/2011,0.06,65
USC00511918,15/12/2011,0.01,68
USC00511918,16/12/2011,0.01,66
USC00511918,17/12/2011,0,73
USC00511918,18/12/2011,0,74
USC00511918,19/12/2011,0,76
USC00511918,20/12/2011,0,72
USC00511918,21/12/2011,0.03,69
USC00511918,22/12/2011,0.02,71
USC00511918,23/12/2011,0.01,70
USC00511918,24/12/2011,0.01,70
USC00511918,25/12/2011,0,73
USC00511918,26/12/2011,0,71
USC00511918,27/12/2011,0,76
USC00511918,28/12/2011,0,72
USC00511918,29/12/2011,0,77
USC00511918,30/12/2011,0,70
USC00511918,31/12/2011,0.01,65
USC00511918,2/12/2012,0,72
USC00511918,3/12/2012,0,75
USC00511918,4/12/2012,0,68
USC00511918,5/12/2012,0.08,72
USC00511918,6/12/2012,0.01,64
USC00511918,7/12/2012,0,75
USC00511918,8/12/2012,0,69
USC00511918,9/12/2012,0,80
USC00511918,10/12/2012,0,73
USC00511918,11/12/2012,0,73
USC00511918,12/12/2012,0,73
USC00511918,13/12/2012,0,72
USC00511918,14/12/2012,0.15,73
USC00511918,15/12/2012,0,75
USC00511918,16/12/2012,0,76
USC00511918,17/12/2012,0,74
USC00511918,18/12/2012,0.02,72
USC00511918,19/12/2012,0,72
USC00511918,20/12/2012,0,70
USC00511918,21/12/2012,0,70
USC00511918,22/12/2012,0.01,71
USC00511918,23/12/2012,0,61
USC00511918,24/12/2012,0,65
USC00511918,25/12/2012,0,74
USC00511918,26/12/2012,0,71
USC00511918,27/12/2012,0,63
USC00511918,28/12/2012,0,64
USC00511918,29/12/2012,0,66
USC00511918,30/12/2012,0,68
USC00511918,31/12/2012,0,66
USC00511918,1/12/2013,0.46,70
USC00511918,2/12/2013,0.87,68
USC00511918,3/12/2013,0,68
USC00511918,4/12/2013,0.01,66
USC00511918,5/12/2013,0.01,75
USC00511918,6/12/2013,0,67
USC00511918,7/12/2013,0,70
USC00511918,8/12/2013,0,72
USC00511918,9/12/2013,0,69
USC00511918,10/12/2013,0,72
USC00511918,11/12/2013,0,69
USC00511918,12/12/2013,0.02,65
USC00511918,13/12/2013,0,71
USC00511918,14/12/2013,0,73
USC00511918,15/12/2013,0.06,69
USC00511918,16/12/2013,2.4,69
USC00511918,17/12/2013,0.01,63
USC00511918,18/12/2013,0.01,63
USC00511918,19/12/2013,0.05,71
USC00511918,20/12/2013,0,79
USC00511918,21/12/2013,0,67
USC00511918,22/12/2013,0,67
USC00511918,23/12/2013,0.08,64
USC00511918,24/12/2013,0,63
USC00511918,25/12/2013,0,68
USC00511918,26/12/2013,0,77
USC00511918,27/12/2013,0,79
USC00511918,28/12/2013,0,74
USC00511918,29/12/2013,0,68
USC00511918,30/12/2013,0,64
USC00511918,1/12/2014,0,70
USC00511918,2/12/2014,0,62
USC00511918,3/12/2014,0.17,68
USC00511918,4/12/2014,0.09,67
USC00511918,5/12/2014,0,70
USC00511918,6/12/2014,0,66
USC00511918,7/12/2014,0,64
USC00511918,8/12/2014,0.01,62
USC00511918,9/12/2014,0,64
USC00511918,10/12/2014,0,63
USC00511918,11/12/2014,0.01,69
USC00511918,12/12/2014,0,64
USC00511918,14/12/2014,,70
USC00511918,15/12/2014,0,72
USC00511918,16/12/2014,0,72
USC00511918,17/12/2014,0.03,64
USC00511918,18/12/2014,0,71
USC00511918,19/12/2014,0,68
USC00511918,20/12/2014,0,81
USC00511918,21/12/2014,0,78
USC00511918,22/12/2014,0.01,69
USC00511918,23/12/2014,0.1,72
USC00511918,24/12/2014,0,70
USC00511918,25/12/2014,0,62
USC00511918,26/12/2014,0,76
USC00511918,27/12/2014,0,72
USC00511918,28/12/2014,0,76
USC00511918,29/12/2014,0,57
USC00511918,30/12/2014,0,64
USC00511918,31/12/2014,0.7,57
USC00516128,1/12/2010,1.48,71
USC00516128,2/12/2010,0.18,70
USC00516128,3/12/2010,1.59,67
USC00516128,4/12/2010,0.19,77
USC00516128,5/12/2010,0,69
USC00516128,6/12/2010,0,61
USC00516128,7/12/2010,0,62
USC00516128,8/12/2010,0,63
USC00516128,9/12/2010,0,73
USC00516128,10/12/2010,1.86,64
USC00516128,11/12/2010,0.58,67
USC00516128,12/12/2010,0.45,69
USC00516128,13/12/2010,0.18,80
USC00516128,14/12/2010,0,71
USC00516128,15/12/2010,0,73
USC00516128,16/12/2010,0,65
USC00516128,17/12/2010,0,68
USC00516128,18/12/2010,0,68
USC00516128,19/12/2010,2.15,69
USC00516128,20/12/2010,5.04,72
USC00516128,21/12/2010,1.44,69
USC00516128,22/12/2010,0.04,69
USC00516128,23/12/2010,0,67
USC00516128,24/12/2010,0.15,69
USC00516128,25/12/2010,0,73
USC00516128,26/12/2010,0.99,71
USC00516128,27/12/2010,0.02,71
USC00516128,28/12/2010,0.04,70
USC00516128,29/12/2010,0.19,71
USC00516128,30/12/2010,0.3,70
USC00516128,31/12/2010,0.01,75
USC00516128,1/12/2011,0.16,71
USC00516128,2/12/2011,0.46,73
USC00516128,3/12/2011,0.11,71
USC00516128,4/12/2011,0.03,71
USC00516128,5/12/2011,0.22,68
USC00516128,6/12/2011,0.12,67
USC00516128,7/12/2011,0.26,70
USC00516128,8/12/2011,0.53,67
USC00516128,10/12/2011,,69
USC00516128,11/12/2011,1.35,71
USC00516128,12/12/2011,1.71,69
USC00516128,13/12/2011,6.42,69
USC00516128,14/12/2011,1.37,68
USC00516128,15/12/2011,1.18,69
USC00516128,16/12/2011,1.09,69
USC00516128,17/12/2011,0.63,67
USC00516128,18/12/2011,0.3,69
USC00516128,19/12/2011,0.87,68
USC00516128,20/12/2011,0.16,70
USC00516128,21/12/2011,1.52,68
USC00516128,22/12/2011,0.27,69
USC00516128,23/12/2011,0.42,71
USC00516128,24/12/2011,0.8,65
USC00516128,25/12/2011,0.58,69
USC00516128,26/12/2011,0.05,69
USC00516128,27/12/2011,0.06,69
USC00516128,28/12/2011,0.06,69
USC00516128,29/12/2011,0,70
USC00516128,30/12/2011,0.05,73
USC00516128,31/12/2011,0.25,67
USC00516128,1/12/2012,0,74
USC00516128,2/12/2012,0.01,77
USC00516128,3/12/2012,0,74
USC00516128,4/12/2012,0,73
USC00516128,5/12/2012,0.04,71
USC00516128,6/12/2012,0,73
USC00516128,7/12/2012,0,68
USC00516128,8/12/2012,0.01,69
USC00516128,9/12/2012,0.04,71
USC00516128,10/12/2012,0.12,72
USC00516128,11/12/2012,0,72
USC00516128,12/12/2012,0.24,67
USC00516128,13/12/2012,0.44,67
USC00516128,14/12/2012,0.72,69
USC00516128,15/12/2012,0.44,66
USC00516128,16/12/2012,0.48,66
USC00516128,17/12/2012,0.54,69
USC00516128,18/12/2012,2.25,66
USC00516128,19/12/2012,0.34,68
USC00516128,20/12/2012,1.8,65
USC00516128,21/12/2012,0.67,68
USC00516128,22/12/2012,0.12,67
USC00516128,23/12/2012,0,71
USC00516128,24/12/2012,0,65
USC00516128,25/12/2012,0,71
USC00516128,26/12/2012,0.21,69
USC00516128,27/12/2012,0.02,69
USC00516128,28/12/2012,0,62
USC00516128,29/12/2012,0,62
USC00516128,30/12/2012,0.1,67
USC00516128,31/12/2012,0.04,65
USC00516128,1/12/2013,0.14,68
USC00516128,2/12/2013,2.02,67
USC00516128,3/12/2013,0.15,75
USC00516128,4/12/2013,0,68
USC00516128,5/12/2013,0,68
USC00516128,6/12/2013,0,70
USC00516128,8/12/2013,,83
USC00516128,9/12/2013,0,68
USC00516128,10/12/2013,0.35,70
USC00516128,11/12/2013,0.37,70
USC00516128,12/12/2013,0.09,68
USC00516128,13/12/2013,0.39,76
USC00516128,14/12/2013,0.54,72
USC00516128,15/12/2013,0.01,68
USC00516128,16/12/2013,1.13,64
USC00516128,17/12/2013,0,72
USC00516128,18/12/2013,0.03,72
USC00516128,19/12/2013,2,68
USC00516128,20/12/2013,1.02,70
USC00516128,21/12/2013,1.14,69
USC00516128,23/12/2013,,68
USC00516128,24/12/2013,0.03,70
USC00516128,25/12/2013,0.41,67
USC00516128,26/12/2013,0.14,70
USC00516128,27/12/2013,0,70
USC00516128,28/12/2013,0.03,71
USC00516128,29/12/2013,0.47,70
USC00516128,30/12/2013,0.02,69
USC00516128,31/12/2013,0,71
USC00516128,1/12/2014,0,68
USC00516128,2/12/2014,0.07,70
USC00516128,3/12/2014,1.82,67
USC00516128,4/12/2014,1.41,70
USC00516128,5/12/2014,0,73
USC00516128,6/12/2014,0.11,70
USC00516128,7/12/2014,0,66
USC00516128,9/12/2014,,70
USC00516128,10/12/2014,0,72
USC00516128,11/12/2014,1.09,71
USC00516128,12/12/2014,0.83,68
USC00516128,13/12/2014,0,71
USC00516128,14/12/2014,1.75,67
USC00516128,15/12/2014,0.55,65
USC00516128,16/12/2014,0.58,66
USC00516128,17/12/2014,0.8,70
USC00516128,18/12/2014,0.21,69
USC00516128,19/12/2014,0.51,70
USC00516128,21/12/2014,,72
USC00516128,22/12/2014,0.59,67
USC00516128,23/12/2014,4.03,68
USC00516128,24/12/2014,0.4,64
USC00516128,25/12/2014,0.03,66
USC00516128,26/12/2014,0,65
USC00516128,27/12/2014,0,62
USC00516128,28/12/2014,0,68
USC00516128,29/12/2014,0,67
USC00516128,1/12/2015,0.03,73
USC00516128,2/12/2015,0.08,70
USC00516128,3/12/2015,0.57,71
USC00516128,4/12/2015,0.01,71
USC00516128,5/12/2015,0.05,70
USC00516128,6/12/2015,0.05,71
USC00516128,7/12/2015,0.04,69
USC00516128,8/12/2015,0.12,70
USC00516128,9/12/2015,0.36,73
USC00516128,10/12/2015,0.9,70
USC00516128,11/12/2015,0.13,72
USC00516128,12/12/2015,0.21,71
USC00516128,13/12/2015,0,69
USC00516128,15/12/2015,,74
USC00516128,16/12/2015,0.07,73
USC00516128,17/12/2015,0.43,69
USC00516128,18/12/2015,0.59,71
USC00516128,19/12/2015,1.19,68
USC00516128,20/12/2015,0.43,72
USC00516128,22/12/2015,,71
USC00516128,23/12/2015,1.56,70
USC00516128,24/12/2015,0.01,72
USC00516128,25/12/2015,1.19,71
USC00516128,26/12/2015,0.81,69
USC00516128,27/12/2015,2.21,71
USC00516128,29/12/2015,,67
USC00516128,30/12/2015,0.03,71
USC00516128,31/12/2015,0.1,69
USC00516128,1/12/2016,0.72,71
USC00516128,2/12/2016,1.27,71
USC00516128,3/12/2016,1.62,67
USC00516128,4/12/2016,0.31,76
USC00516128,5/12/2016,1.6,67
USC00516128,6/12/2016,0,67
USC00516128,7/12/2016,0.02,68
USC00516128,8/12/2016,0.03,71
USC00516128,9/12/2016,0.42,68
USC00516128,10/12/2016,0.04,68
USC00516128,11/12/2016,0.13,69
USC00516128,12/12/2016,0.01,65
USC00516128,13/12/2016,0.09,70
USC00516128,14/12/2016,0.33,69
USC00516128,15/12/2016,0.03,64
USC00516128,16/12/2016,0,60
USC00516128,18/12/2016,,67
USC00516128,19/12/2016,0.15,72
USC00516128,20/12/2016,0,73
USC00516128,21/12/2016,0.55,70
USC00516128,22/12/2016,1.24,68
USC00516128,23/12/2016,0.83,69
USC00516128,24/12/2016,1.08,69
USC00516128,25/12/2016,0.38,69
USC00516128,26/12/2016,1.48,71
USC00516128,27/12/2016,0.14,71
USC00516128,28/12/2016,0.14,71
USC00516128,29/12/2016,1.03,69
USC00516128,30/12/2016,2.37,65
USC00516128,31/12/2016,0.9,65
