station,date,prcp,tobs
USC00517948,8/06/2012,0,76
USC00517948,12/06/2012,,77
USC00517948,13/06/2012,0,77
USC00517948,14/06/2012,0.25,78
USC00517948,15/06/2012,,73
USC00517948,18/06/2012,,75
USC00517948,19/06/2012,0.02,72
USC00517948,20/06/2012,0.05,76
USC00517948,21/06/2012,0,76
USC00517948,22/06/2012,0,73
USC00517948,25/06/2012,,74
USC00517948,26/06/2012,,72
USC00517948,27/06/2012,,76
USC00517948,28/06/2012,0,76
USC00517948,29/06/2012,0,76
USC00517948,3/06/2013,,78
USC00517948,4/06/2013,,78
USC00517948,5/06/2013,0.02,78
USC00517948,6/06/2013,0,78
USC00517948,7/06/2013,0,75
USC00517948,10/06/2013,0,77
USC00517948,12/06/2013,,73
USC00517948,13/06/2013,,78
USC00517948,14/06/2013,,75
USC00517948,17/06/2013,,73
USC00517948,18/06/2013,0.08,77
USC00517948,19/06/2013,0,80
USC00517948,20/06/2013,0.04,70
USC00517948,21/06/2013,0.08,78
USC00517948,25/06/2013,,72
USC00517948,26/06/2013,,78
USC00517948,27/06/2013,0.01,72
USC00517948,28/06/2013,,78
USC00517948,2/06/2014,,77
USC00517948,3/06/2014,0,79
USC00517948,4/06/2014,,77
USC00517948,5/06/2014,,78
USC00517948,6/06/2014,,74
USC00517948,9/06/2014,,79
USC00517948,10/06/2014,0,79
USC00517948,12/06/2014,,79
USC00517948,13/06/2014,0,79
USC00517948,16/06/2014,,77
USC00517948,17/06/2014,0.2,79
USC00517948,18/06/2014,0,78
USC00517948,19/06/2014,0.01,80
USC00517948,20/06/2014,0.14,81
USC00517948,27/06/2014,0,81
USC00517948,10/06/2015,0.04,78
USC00517948,12/06/2015,0,77
USC00517948,15/06/2015,,78
USC00517948,16/06/2015,0,79
USC00517948,17/06/2015,0.01,77
USC00517948,18/06/2015,0,79
USC00517948,19/06/2015,0,80
USC00517948,22/06/2015,,79
USC00517948,23/06/2015,0.04,78
USC00517948,24/06/2015,0.09,79
USC00517948,25/06/2015,,79
USC00517948,29/06/2015,,79
USC00517948,30/06/2015,,81
USC00517948,1/06/2016,,64
USC00517948,2/06/2016,,65
USC00517948,3/06/2016,,75
USC00517948,6/06/2016,,76
USC00517948,7/06/2016,,78
USC00517948,8/06/2016,,77
USC00517948,9/06/2016,,75
USC00517948,13/06/2016,,78
USC00517948,14/06/2016,,81
USC00517948,15/06/2016,0.02,78
USC00517948,16/06/2016,0.1,76
USC00517948,17/06/2016,0.38,73
